父点名称	父点bid	子点类型	子点名称	子点bid
青岛天幕城	7970715733820382486	出入口	青岛天幕城-6号门	1810752212516481577
青岛天幕城	7970715733820382486	珠宝饰品	巴西水晶	18264285374679625413
青岛天幕城	7970715733820382486	出入口	青岛天幕城-1号门	2505247515973521698
青岛天幕城	7970715733820382486	出入口	青岛天幕城-3号门	3300669260914936811
青岛天幕城	7970715733820382486	atm	中国银行ATM	3571461563682084399
青岛天幕城	7970715733820382486	银行	交通银行ATM	4508902152998813006
青岛天幕城	7970715733820382486	出入口	青岛天幕城-5号门	4917579704440325733
青岛天幕城	7970715733820382486	茶叶	高马二溪安化黑茶	570684538355398130
青岛天幕城	7970715733820382486	银行	中国工商银行ATM	6948862253073771058
青岛天幕城	7970715733820382486	公司企业	舒尔雅酒店用品	7579856647640719748
青岛天幕城	7970715733820382486	快餐	新水饺煎包	7850312804600936150
西溪国家湿地公园	8015183585208336017	景点	非诚勿扰宣言墙	10016220277093943948
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	10084041936685176711
西溪国家湿地公园	8015183585208336017	西餐厅	杭州西溪花间堂-西餐厅	1014866655269307209
西溪国家湿地公园	8015183585208336017	美术馆	西溪书画院	10218599820543685840
西溪国家湿地公园	8015183585208336017	景点	杭州江南明清古建筑博物馆	1031345340736098677
西溪国家湿地公园	8015183585208336017	礼品店	王星记	10404664329636807383
西溪国家湿地公园	8015183585208336017	景点	槿篱茅舍	10471649963532064832
西溪国家湿地公园	8015183585208336017	棋牌室	西溪度假酒店-棋牌室	10496423921299950557
西溪国家湿地公园	8015183585208336017	江浙菜	观渡酒鲜舫	10530319446479876532
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-东门	10536970629937409433
西溪国家湿地公园	8015183585208336017	景点	莲滩鹭影	10666662403804835108
西溪国家湿地公园	8015183585208336017	景点	浜口码头	10759191023344822176
西溪国家湿地公园	8015183585208336017	景点	桧楫亭	1078922301214285652
西溪国家湿地公园	8015183585208336017	景点	藕香居	11108245162847738835
西溪国家湿地公园	8015183585208336017	景点	深潭口上船码头	11166224364491647918
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	11182180609310162932
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-东南三门	11190039368484842454
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	11232112144548291482
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-西二门	11233565850350596677
西溪国家湿地公园	8015183585208336017	美术馆	杭州西溪贵山窑陶瓷艺术馆	11233786362195990318
西溪国家湿地公园	8015183585208336017	便利店	地道杭州货西溪店	11248599586975911626
西溪国家湿地公园	8015183585208336017	景点	龙舟胜会	11256420002059922656
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	11363107499339262401
西溪国家湿地公园	8015183585208336017	出入口	北门电瓶车候车点	11492727961247750634
西溪国家湿地公园	8015183585208336017	景点	清平山堂	11503654414466587841
西溪国家湿地公园	8015183585208336017	机关单位	国家级陆生野生动物监测站野鸟监测点	11560086203167962731
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	11560134894972425327
西溪国家湿地公园	8015183585208336017	景点	知乐桥	11613530682297887551
西溪国家湿地公园	8015183585208336017	atm	中国银行ATM	11715911667264094756
西溪国家湿地公园	8015183585208336017	景点	欣对亭	11742913514138441957
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	11748211519408138084
西溪国家湿地公园	8015183585208336017	景点	云心阁	11898345677824330561
西溪国家湿地公园	8015183585208336017	景点	虾龙滩生态保护区	11899556372071658235
西溪国家湿地公园	8015183585208336017	土特产	西溪土特产商店	11922582373317828720
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	11937873379934936570
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	11954986747367586512
西溪国家湿地公园	8015183585208336017	景点	观鸟亭	12121582761755106255
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	12164051083957466647
西溪国家湿地公园	8015183585208336017	诊所	西溪国家湿地公园-医疗点	12291227935448449659
西溪国家湿地公园	8015183585208336017	礼品店	西溪且留下大码头分店	12495840859912237436
西溪国家湿地公园	8015183585208336017	宾馆	杭州西溪宾馆	12528663022976823687
西溪国家湿地公园	8015183585208336017	派出所	杭州市公安局西湖区分局西溪湿地福堤派出所	12562174267159481447
西溪国家湿地公园	8015183585208336017	茶餐厅	龙舟茶馆	1258254198856744959
西溪国家湿地公园	8015183585208336017	游泳馆	杭州西溪花间堂-游泳池	12583571189608738618
西溪国家湿地公园	8015183585208336017	美食	西溪太美农场	1259839226472562687
西溪国家湿地公园	8015183585208336017	台湾菜	蝶芳餐厅	1259839849242820607
西溪国家湿地公园	8015183585208336017	江浙菜	里约餐厅	1259839862127722495
西溪国家湿地公园	8015183585208336017	浙菜	西溪二期食堂餐厅	1259841215042420735
西溪国家湿地公园	8015183585208336017	酒吧	江湖19	1260239483064811519
西溪国家湿地公园	8015183585208336017	浙菜	深潭口酒楼	1260982392147935231
西溪国家湿地公园	8015183585208336017	宾馆	果岭酒店	1263680769776156671
西溪国家湿地公园	8015183585208336017	浙菜	西溪鱼圆馆	1264284848336404479
西溪国家湿地公园	8015183585208336017	景区售票处	西溪国家湿地公园-售票处	12663278514693328973
西溪国家湿地公园	8015183585208336017	景点	河渚塔	12768147992425754037
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	12777679132004685524
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	1294520197462668850
西溪国家湿地公园	8015183585208336017	茶座	西溪驿站	13076204917605688439
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-东一门	13106515461955301227
西溪国家湿地公园	8015183585208336017	快餐	余杭春信	13144007351206539853
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	13228558204086262920
西溪国家湿地公园	8015183585208336017	出入口	西溪湿地东区南1门	13247787719241489907
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	13261859127729087878
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-2号停车场	13337649637612360214
西溪国家湿地公园	8015183585208336017	景区售票处	电瓶船售票处	13337800597129625388
西溪国家湿地公园	8015183585208336017	景点	龙舟陈列馆	13373131928978197277
西溪国家湿地公园	8015183585208336017	景点	宁芦亭	13563233145071735997
西溪国家湿地公园	8015183585208336017	便利店	西溪小卖部	13574222104295181993
西溪国家湿地公园	8015183585208336017	景点	高宅	13607920201863694259
西溪国家湿地公园	8015183585208336017	茶座	花朝园	13626024147208711707
西溪国家湿地公园	8015183585208336017	咖啡厅	临流草堂	13694941910462125415
西溪国家湿地公园	8015183585208336017	景点	自行车租赁点	13779464025711615935
西溪国家湿地公园	8015183585208336017	机关单位	蒋村集市慢生活街区管理委员会	13849486648654437245
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	13898396281679528890
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	13918282101809368352
西溪国家湿地公园	8015183585208336017	江浙菜	御临阁	13940288074067815406
西溪国家湿地公园	8015183585208336017	景点	昆曲视听厅	14067029015201617999
西溪国家湿地公园	8015183585208336017	餐馆	渔水渔庄餐厅	14072394040488708342
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-文三西路出入口	14298831646946919262
西溪国家湿地公园	8015183585208336017	便利店	吴记美食美客	14349386459150815707
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	14376399294912693948
西溪国家湿地公园	8015183585208336017	购物	深潭口小铺	14498746000663951663
西溪国家湿地公园	8015183585208336017	景点	听芦厅	14509925103240263583
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	14571426343512788611
西溪国家湿地公园	8015183585208336017	景点	杭州西溪水浒文化展示馆	14853246798711490376
西溪国家湿地公园	8015183585208336017	景点	洪园码头	14855352296474810004
西溪国家湿地公园	8015183585208336017	港口	摇橹船码头	14886218465404865158
西溪国家湿地公园	8015183585208336017	礼品店	西溪且留下(河渚街分店)	1490953890616645523
西溪国家湿地公园	8015183585208336017	景点	摇橹船上船码头	14944706696655677536
西溪国家湿地公园	8015183585208336017	茶座	西溪问茶	15025595608995977574
西溪国家湿地公园	8015183585208336017	美术馆	西溪3D奇幻艺术馆	15042421345624120003
西溪国家湿地公园	8015183585208336017	礼品店	西溪工艺品馆	15056529448433826832
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	15093659436555418592
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-樟树码头出入口	15095136585893157344
西溪国家湿地公园	8015183585208336017	景点	茭芦田庄上船码头	15149083346545063953
西溪国家湿地公园	8015183585208336017	咖啡厅	懒懒咖啡餐厅	15168192795083120606
西溪国家湿地公园	8015183585208336017	茶座	河渚茶馆	15306527291582088579
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	15418794419352993777
西溪国家湿地公园	8015183585208336017	电动汽车充电站	特斯拉比亚迪专用充电桩	15524836047247474227
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	15610391009710447777
西溪国家湿地公园	8015183585208336017	景点	浮堤	15645593334205504484
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	15743634659204039546
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	15761263122672715155
西溪国家湿地公园	8015183585208336017	景点	杭州湿地植物园	1576395139796080712
西溪国家湿地公园	8015183585208336017	冰淇淋	果麦de鲜饮创作(西溪湿地店)	15859842967346748939
西溪国家湿地公园	8015183585208336017	蛋糕西点	业记甜品	15870860845280490499
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	1609817126240310132
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-出入口	16240233538754028375
西溪国家湿地公园	8015183585208336017	景点	烟水渔庄下船码头	16351207730781304241
西溪国家湿地公园	8015183585208336017	广播电视公司	龙视影视制作有限公司	16352817751638277528
西溪国家湿地公园	8015183585208336017	茶餐厅	越华港式茶餐厅	16367640341816434534
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	16376191402031324561
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	16403613830731390980
西溪国家湿地公园	8015183585208336017	景点	百家溇	16409129878000560842
西溪国家湿地公园	8015183585208336017	便利店	西溪国家湿地公园-小卖部	16418788457326012274
西溪国家湿地公园	8015183585208336017	快餐	御临小吃	16442968636787439837
西溪国家湿地公园	8015183585208336017	景点	枝阴亭	16443132347251150158
西溪国家湿地公园	8015183585208336017	咖啡厅	玖公里咖啡	16454900806581197037
西溪国家湿地公园	8015183585208336017	茶座	有茗堂	16488631246837645453
西溪国家湿地公园	8015183585208336017	港口	深潭口	16526666076452638696
西溪国家湿地公园	8015183585208336017	茶座	钱塘茶馆	1656697958595132123
西溪国家湿地公园	8015183585208336017	桥	永福桥	16735817229295578110
西溪国家湿地公园	8015183585208336017	景点	烟水庵	16789672466970750561
西溪国家湿地公园	8015183585208336017	景点	茭芦庵	16825575683754585292
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	16888725099077100272
西溪国家湿地公园	8015183585208336017	景点	而立桥	16983156047008788524
西溪国家湿地公园	8015183585208336017	土特产	孝子堂	16988447617312951464
西溪国家湿地公园	8015183585208336017	生活服务	西溪国家湿地公园-行政中心	17046150577959828113
西溪国家湿地公园	8015183585208336017	桥	天竺桥	17068059669000167915
西溪国家湿地公园	8015183585208336017	景区售票处	西溪国家湿地公园-售票处	17336211251718758286
西溪国家湿地公园	8015183585208336017	创意菜	神马公社	17448333545452058648
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	17477945817940856868
西溪国家湿地公园	8015183585208336017	景点	蕉园琴韵	17519274520124706506
西溪国家湿地公园	8015183585208336017	景点	洪钟别业	17554086438947767952
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	17625474141199007743
西溪国家湿地公园	8015183585208336017	停车场	杭州西溪国家湿地公园-停车场	17630049964996427775
西溪国家湿地公园	8015183585208336017	桥	呈庙桥	17659937388278841343
西溪国家湿地公园	8015183585208336017	桥	芦雪桥	17659945797824806911
西溪国家湿地公园	8015183585208336017	工业区	西溪创意产业园	17659945956738596863
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	17659946974645846015
西溪国家湿地公园	8015183585208336017	桥	日栅桥	17659956148695990271
西溪国家湿地公园	8015183585208336017	桥	临风桥	17659956152990957567
西溪国家湿地公园	8015183585208336017	景点	中国湿地博物馆	17659956853070626815
西溪国家湿地公园	8015183585208336017	桥	问云桥	17659958047071535103
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	17670160621624098815
西溪国家湿地公园	8015183585208336017	停车场	杭州西溪国家湿地公园-停车场	17670160664573771775
西溪国家湿地公园	8015183585208336017	机关单位	杭州市西湖区蒋村街道环境卫生管理所	17670184501642264575
西溪国家湿地公园	8015183585208336017	景点	三深大会堂	17752390703049525166
西溪国家湿地公园	8015183585208336017	餐馆	西溪轻食驿站	17795249031788865488
西溪国家湿地公园	8015183585208336017	购物	码头小铺	17799219877824906084
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	17870786405885787402
西溪国家湿地公园	8015183585208336017	景点	西溪大众休憩村	17873555810945511792
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	17956393142409947157
西溪国家湿地公园	8015183585208336017	宾馆	杭州西溪度假酒店	17960922249636610047
西溪国家湿地公园	8015183585208336017	村庄	周家村	17992257957366071295
西溪国家湿地公园	8015183585208336017	村庄	龙舌嘴	17992257978840907775
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-南2门	17992280072152678399
西溪国家湿地公园	8015183585208336017	江浙菜	天禄堂	18061920834346377522
西溪国家湿地公园	8015183585208336017	景点	藏书楼	18086192521682860925
西溪国家湿地公园	8015183585208336017	中餐馆	洪园酒家	18162754214929205768
西溪国家湿地公园	8015183585208336017	江浙菜	春暖花开	18170901950821151991
西溪国家湿地公园	8015183585208336017	景点	泊蓭	18299894109473576440
西溪国家湿地公园	8015183585208336017	景点	西溪农耕文化村	1947278543624086564
西溪国家湿地公园	8015183585208336017	景点	昉思桥	2005688606279609022
西溪国家湿地公园	8015183585208336017	餐馆	杨先生的店	2037678080856739241
西溪国家湿地公园	8015183585208336017	景点	西溪酿酒文化交流中心	2045375063797379432
西溪国家湿地公园	8015183585208336017	购物	西溪上海故事	2084774833004352096
西溪国家湿地公园	8015183585208336017	景点	浮碧轩	2158112672723805635
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	2427233052362847577
西溪国家湿地公园	8015183585208336017	餐馆	西溪豆腐坊	2444167088844481157
西溪国家湿地公园	8015183585208336017	便利店	西溪国家湿地公园-小卖部	2515676281780490238
西溪国家湿地公园	8015183585208336017	景点	洪府	2618431353289558442
西溪国家湿地公园	8015183585208336017	景点	西溪红学陈列馆	2643233386547370687
西溪国家湿地公园	8015183585208336017	景点	火柿映波	2765270821309657804
西溪国家湿地公园	8015183585208336017	中餐馆	霖茶寮餐厅	2807042983802931874
西溪国家湿地公园	8015183585208336017	创意菜	西蜀风茶楼	3087185584541878945
西溪国家湿地公园	8015183585208336017	购物	陈聚兴染坊	3092793380890472714
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	3121853714030337012
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	3218478939950824239
西溪国家湿地公园	8015183585208336017	售票处	电瓶车票售票处	328170413922238916
西溪国家湿地公园	8015183585208336017	便利店	西溪国家湿地公园-小卖部	3417981883508090289
西溪国家湿地公园	8015183585208336017	景点	蓝溪书屋	3488402096500977936
西溪国家湿地公园	8015183585208336017	宾馆	西溪庄园	3534259613868751612
西溪国家湿地公园	8015183585208336017	礼品店	西溪且留下高庄店	3584373448602318018
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-北门	3837130728032306971
西溪国家湿地公园	8015183585208336017	景点	圆觉庙	3944809709215545804
西溪国家湿地公园	8015183585208336017	桥	向福桥	4011429791535877160
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	4012656746118372516
西溪国家湿地公园	8015183585208336017	景点	梅竹山庄	4076453202728883881
西溪国家湿地公园	8015183585208336017	休闲娱乐	西溪影院	410272064688972595
西溪国家湿地公园	8015183585208336017	购物	丝绸坊	411673417655443737
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	4208864086346616897
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	4258974528233659976
西溪国家湿地公园	8015183585208336017	书店	西溪书屋	4378682983575849844
西溪国家湿地公园	8015183585208336017	中式快餐	西溪豆腐坊	4435523371652489285
西溪国家湿地公园	8015183585208336017	景点	文翠亭	4436869158405059032
西溪国家湿地公园	8015183585208336017	景点	河渚街电瓶车候车点	4473289443833985602
西溪国家湿地公园	8015183585208336017	景点	西溪人家	4485236300835313351
西溪国家湿地公园	8015183585208336017	景点	樟树码头	452050952563074074
西溪国家湿地公园	8015183585208336017	土特产	西溪鱼干干果铺	4540004185680915657
yangel	8015183585208336017	冰淇淋	Harr	4609511580461296841
西溪国家湿地公园	8015183585208336017	景点	烟水安桥	4709442324267192719
西溪国家湿地公园	8015183585208336017	景点	竹窗	4807135220936069138
西溪国家湿地公园	8015183585208336017	景点	西溪梅墅	4834439046996339990
西溪国家湿地公园	8015183585208336017	行政区划	慢生活街区	4861446260652270225
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	5055972700538201418
西溪国家湿地公园	8015183585208336017	景点	高庄	5061276203983659233
西溪国家湿地公园	8015183585208336017	景点	西溪草堂	5150561000388482465
西溪国家湿地公园	8015183585208336017	景点	西溪地旅游区	5192277321807215834
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	5236572541381566384
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	5327984660617961329
西溪国家湿地公园	8015183585208336017	景区售票处	西溪国家湿地公园-游船售票处	5330187887789283119
西溪国家湿地公园	8015183585208336017	景点	烟水渔庄上船码头	5449235851278042114
西溪国家湿地公园	8015183585208336017	景点	福堤	569448466230056723
西溪国家湿地公园	8015183585208336017	景点	杭州青少年素质拓展中心西溪拓展园	5750042963932537030
西溪国家湿地公园	8015183585208336017	景区售票处	西溪国家湿地公园南门售票处	576285172152087507
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	5876441178604218938
西溪国家湿地公园	8015183585208336017	景点	西溪水阁	5921745832435481422
西溪国家湿地公园	8015183585208336017	景点	龙舟胜会	603416566921858006
西溪国家湿地公园	8015183585208336017	景点	曲水庵	6052184691645601001
西溪国家湿地公园	8015183585208336017	美术馆	玉澜阁艺术馆	6444177780757460555
西溪国家湿地公园	8015183585208336017	景点	戏曲长廊	6494730547795414871
西溪国家湿地公园	8015183585208336017	桥	庆福桥	6520394712844329233
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	6544281038436969707
西溪国家湿地公园	8015183585208336017	景点	蒋村集市	6586390079365582262
西溪国家湿地公园	8015183585208336017	展览馆	绿草地艺苑	6599151061143027778
西溪国家湿地公园	8015183585208336017	景点	驻屐亭	6633515903898366088
西溪国家湿地公园	8015183585208336017	景点	桐荫堂	6664910535701357441
西溪国家湿地公园	8015183585208336017	景点	蒋相公祠	6721412563943507407
西溪国家湿地公园	8015183585208336017	礼品店	西溪且留下(周家村店)	6970974756066601185
西溪国家湿地公园	8015183585208336017	礼品店	西溪伞铺	697208706340201406
西溪国家湿地公园	8015183585208336017	旅行社	西溪湿地旅行社	7146187517092302174
西溪国家湿地公园	8015183585208336017	景点	观音庵码头	7229720582491142747
西溪国家湿地公园	8015183585208336017	景点	西溪湿地西区	7273880690049087610
西溪国家湿地公园	8015183585208336017	快餐	农家小吃	7288881390694967657
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	733844916911588288
西溪国家湿地公园	8015183585208336017	零食	麦芽糖	7422766718700149589
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-东南二门	7478724461270302448
西溪国家湿地公园	8015183585208336017	快餐	比克利	7546590713143921461
西溪国家湿地公园	8015183585208336017	出入口	西溪国家湿地公园-西门	7675406006353189698
西溪国家湿地公园	8015183585208336017	公安局	浙江省杭州市内河地方海事处西溪海事所	7678574894759982682
西溪国家湿地公园	8015183585208336017	美食	西溪糕团店	7781291635176324560
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	7796658607964008458
西溪国家湿地公园	8015183585208336017	景区售票处	西溪国家湿地公园-售票处	7823089652281292345
西溪国家湿地公园	8015183585208336017	景点	观音精舍	7872758999792348469
西溪国家湿地公园	8015183585208336017	景点	莲花滩观鸟区	792111858139880969
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	7961783166217737261
西溪国家湿地公园	8015183585208336017	广播电视公司	淘宝天下	79694758206263573
西溪国家湿地公园	8015183585208336017	派出所	西湖区公安分局西溪湿地福堤派出所周家村警务室	8046186689357377744
西溪国家湿地公园	8015183585208336017	景点	宸览亭	8132555823386111255
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	813954975880699379
西溪国家湿地公园	8015183585208336017	购物	澳洲庄园橄榄油	8185862955690620661
西溪国家湿地公园	8015183585208336017	景区售票处	摇橹船-售票处	8194096199193538174
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	8295693946148148640
西溪国家湿地公园	8015183585208336017	礼品店	西溪小花篮竹编铺	8388857102937492016
西溪国家湿地公园	8015183585208336017	景点	一枝巢	8497553527644323384
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	8521581031581357503
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	8528028786482412566
西溪国家湿地公园	8015183585208336017	公共厕所	公厕	8610575828967703816
西溪国家湿地公园	8015183585208336017	景点	洪升纪念馆	862044652506756669
西溪国家湿地公园	8015183585208336017	停车场	西溪国家湿地公园-停车场	863502327594340165
西溪国家湿地公园	8015183585208336017	景点	既醉亭	8652814970326435615
西溪国家湿地公园	8015183585208336017	景点	86路合建港桥站自行车租赁点	8680040753800882107
西溪国家湿地公园	8015183585208336017	景点	洪园	8721146971583650351
西溪国家湿地公园	8015183585208336017	咖啡厅	福里码头	8855032790767241946
西溪国家湿地公园	8015183585208336017	珠宝饰品	西溪明珠	8886382883625651113
西溪国家湿地公园	8015183585208336017	礼品店	西溪特色工艺坊	9088729413769185590
西溪国家湿地公园	8015183585208336017	江浙菜	碧云庄	9095400142368766434
西溪国家湿地公园	8015183585208336017	景点	寿堤	923701376607109493
西溪国家湿地公园	8015183585208336017	景点	海事码头	9285339018364553286
西溪国家湿地公园	8015183585208336017	景点	绿堤	9523189978509828312
西溪国家湿地公园	8015183585208336017	景点	厉杭二公祠	9572421399473230550
西溪国家湿地公园	8015183585208336017	江浙菜	西溪土菜馆	9609487550336760187
西溪国家湿地公园	8015183585208336017	创意菜	汝拉小镇餐厅(西溪店)	9610575269113604064
西溪国家湿地公园	8015183585208336017	快餐	洪庐餐厅	9665291692288774800
西溪国家湿地公园	8015183585208336017	景点	梅竹文化区上船码头	9679504052733106487
西溪国家湿地公园	8015183585208336017	快餐	洪园老面馆	9703685782043638530
西溪国家湿地公园	8015183585208336017	茶座	西溪茶庄	9992253125628852930
石老人海水浴场	8067613737838627661	长途汽车站	青岛石老人海水浴场-游艇航道	100119974328035331
石老人海水浴场	8067613737838627661	生活服务	青岛石老人海水浴场-应急广播站	1039780247601373627
石老人海水浴场	8067613737838627661	生活服务	青岛石老人海水浴场-更衣室	11319924114014418440
石老人海水浴场	8067613737838627661	长途汽车站	青岛石老人海水浴场-游艇停靠点	13785200480059145661
石老人海水浴场	8067613737838627661	景点	青岛石老人海水浴场-非游泳区	13807998977470959994
石老人海水浴场	8067613737838627661	公共厕所	公厕	14176028836929113856
石老人海水浴场	8067613737838627661	景点	青岛石老人海水浴场-健身地	16906322165630307440
石老人海水浴场	8067613737838627661	景点	青岛石老人海水浴场-自带帐蓬区	16933155188223836794
石老人海水浴场	8067613737838627661	公共厕所	公厕	17630008402597904383
石老人海水浴场	8067613737838627661	停车场	石老人海水浴场-停车场	17630375394668445695
石老人海水浴场	8067613737838627661	休闲广场	蓝色的帆广场	17959289632203015741
石老人海水浴场	8067613737838627661	公共厕所	公厕	18184930500051213785
石老人海水浴场	8067613737838627661	景点	青岛石老人海水浴场-自带帐篷区	3636500826730935255
石老人海水浴场	8067613737838627661	生活服务	青岛石老人海水浴场-更衣室	3851302613766155477
石老人海水浴场	8067613737838627661	休闲广场	贝壳广场	4178958296311540977
石老人海水浴场	8067613737838627661	景点	青岛石老人海水浴场-游泳区	4375167295189344758
石老人海水浴场	8067613737838627661	停车场	青岛石老人海水浴场-地下停车场	4467344831398143794
石老人海水浴场	8067613737838627661	公安局	石老人海水浴场警务室	4547966758987859943
石老人海水浴场	8067613737838627661	生活服务	青岛石老人海水浴场-更衣室	5337079477838209884
石老人海水浴场	8067613737838627661	公共厕所	公厕	5460132155927130209
石老人海水浴场	8067613737838627661	诊所	青岛石老人海水浴场-急救中心	5628184823684733598
石老人海水浴场	8067613737838627661	停车场	石老人浴场-停车场	6551105733411708158
石老人海水浴场	8067613737838627661	公共厕所	公厕	7759677533121704199
石老人海水浴场	8067613737838627661	生活服务	青岛石老人海水浴场-广播室	7926040128074449287
石老人海水浴场	8067613737838627661	生活服务	青岛石老人海水浴场-更衣室	8416723963488261915
石老人海水浴场	8067613737838627661	停车场	青岛石老人海水浴场-地下停车场	9833255864127821523
鸽子窝公园	8099544933263724671	景点	鸽子窝公园-游船	10292914465708828810
鸽子窝公园	8099544933263724671	生活服务	鸽子窝公园-更衣室	11059139822996651719
鸽子窝公园	8099544933263724671	景点	樱花	11135922929951565922
鸽子窝公园	8099544933263724671	其他	鸽子窝公园-游客中心	11140381212607921079
鸽子窝公园	8099544933263724671	出入口	鸽子窝公园-东门	11240267413070083894
鸽子窝公园	8099544933263724671	景点	亲水平台	1133585997455302431
鸽子窝公园	8099544933263724671	景点	情人岛	11613498107157656533
鸽子窝公园	8099544933263724671	其他	北戴河区智慧旅游服务中心	11721490541981530372
鸽子窝公园	8099544933263724671	休闲广场	鸽子广场	11834230359616056606
鸽子窝公园	8099544933263724671	景点	北戴河旅游文化艺术创作基地	12017126791816830761
鸽子窝公园	8099544933263724671	公共厕所	公厕	12083773739310264845
鸽子窝公园	8099544933263724671	烧烤	海鲜烧烤	12237906509627304410
鸽子窝公园	8099544933263724671	景点	观鸟爱心驿站	12539921775958778841
鸽子窝公园	8099544933263724671	景点	海洋生物馆	13879704840415028025
鸽子窝公园	8099544933263724671	停车场	鸽子窝公园-停车场	14005629676113085407
鸽子窝公园	8099544933263724671	景点	浪淘沙	14220667740118237978
鸽子窝公园	8099544933263724671	便利店	鸽子窝公园-商店	14243122216203955485
鸽子窝公园	8099544933263724671	景点	鹰角岩	14774041001895977957
鸽子窝公园	8099544933263724671	便利店	鸽子窝公园-商店	15199133135427908413
鸽子窝公园	8099544933263724671	景点	清风	16009146365866989647
鸽子窝公园	8099544933263724671	土特产	北戴河特产店	16285377040085362749
鸽子窝公园	8099544933263724671	出口	鸽子窝公园-出口	16654696319165821628
鸽子窝公园	8099544933263724671	景点	长寿龟	16750770961510144309
鸽子窝公园	8099544933263724671	景点	风车	17076350122677841278
鸽子窝公园	8099544933263724671	景区售票处	鸽子窝公园-售票处	17541542805822190819
鸽子窝公园	8099544933263724671	景点	鸽子窝公园-海豹表演	17683340050425468837
鸽子窝公园	8099544933263724671	景点	三孔桥	17764486816260378224
鸽子窝公园	8099544933263724671	景点	避雨亭	17789480110440009062
鸽子窝公园	8099544933263724671	生活服务	鸽子窝公园-淋浴间	17812930388285121900
鸽子窝公园	8099544933263724671	景点	瞭望台	17848295250611402660
鸽子窝公园	8099544933263724671	公共厕所	公厕	17967146722400403455
鸽子窝公园	8099544933263724671	休闲广场	主席像广场	18274819106857568043
